ncols		101
nrows		101
xllcorner		0
yllcorner		0
cellsize		1
NODATA_value		-1
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	82	82	82	82	82	82	82	83	83	83	83	83	83	83	84	84	84	84	84	84	84	85	85	85	85	85	85	85	86	86	86	86	86	86	86	87	87	87	87	87	87	87	88	88	88	88	88	88	88	89	89	89	89	89	89	89	90	90	90	90	90	90	90	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
