0,5,5
1,4,4
2,5,4
3,6,4
4,6,5
5,6,6
6,5,6
7,4,6
8,4,5
9,3,3
10,4,3
11,5,3
12,6,3
13,7,3
14,7,4
15,7,5
16,7,6
17,7,7
18,6,7
19,5,7
20,4,7
21,3,7
22,3,6
23,3,5
24,3,4
25,2,2
26,3,2
27,4,2
28,5,2
29,6,2
30,7,2
31,8,2
32,8,3
33,8,4
34,8,5
35,8,6
36,8,7
37,8,8
38,7,8
39,6,8
40,5,8
41,4,8
42,3,8
43,2,8
44,2,7
45,2,6
46,2,5
47,2,4
48,2,3
49,1,1
50,2,1
51,3,1
52,4,1
53,5,1
54,6,1
55,7,1
56,8,1
57,9,1
58,9,2
59,9,3
60,9,4
61,9,5
62,9,6
63,9,7
64,9,8
65,9,9
66,8,9
67,7,9
68,6,9
69,5,9
70,4,9
71,3,9
72,2,9
73,1,9
74,1,8
75,1,7
76,1,6
77,1,5
78,1,4
79,1,3
80,1,2
81,0,0
82,1,0
83,2,0
84,3,0
85,4,0
86,5,0
87,6,0
88,7,0
89,8,0
90,9,0
91,10,0
92,10,1
93,10,2
94,10,3
95,10,4
96,10,5
97,10,6
98,10,7
99,10,8
100,10,9
101,10,10
102,9,10
103,8,10
104,7,10
105,6,10
106,5,10
107,4,10
108,3,10
109,2,10
110,1,10
111,0,10
112,0,9
113,0,8
114,0,7
115,0,6
116,0,5
117,0,4
118,0,3
119,0,2
120,0,1
