1,16,16
1,17,16
1,16,17
1,17,17
1,18,17
1,16,18
1,17,18
1,18,18
2,19,16
2,20,16
2,21,16
2,19,17
2,20,17
2,21,17
2,19,18
2,20,18
2,21,18
2,19,19
2,20,19
2,21,19
3,22,16
3,23,16
3,24,16
3,22,17
3,23,17
3,24,17
3,22,18
3,23,18
4,22,19
4,23,19
4,24,19
4,21,20
4,22,20
4,23,20
4,24,20
4,21,21
4,22,21
4,23,21
4,24,21
5,22,22
5,23,22
5,24,22
5,22,23
5,23,23
5,24,23
5,23,24
5,24,24
6,19,21
6,20,21
6,19,22
6,20,22
6,21,22
6,19,23
6,20,23
6,21,23
6,19,24
6,20,24
6,21,24
7,17,22
7,18,22
7,16,23
7,17,23
7,18,23
7,16,24
7,17,24
7,18,24
8,16,19
8,17,19
8,18,19
8,16,20
8,17,20
8,18,20
8,19,20
8,16,21
8,17,21
8,18,21
9,12,11
9,13,11
9,14,11
9,15,11
9,16,11
9,11,12
9,12,12
9,13,12
9,14,12
9,15,12
9,16,12
9,11,13
9,12,13
9,13,13
9,14,13
9,15,13
9,16,13
9,11,14
9,12,14
9,13,14
9,14,14
9,15,14
9,16,14
9,11,15
9,12,15
9,13,15
9,14,15
9,15,15
9,16,15
9,11,16
9,12,16
9,13,16
9,14,16
9,15,16
10,17,11
10,18,11
10,19,11
10,17,12
10,18,12
10,19,12
10,17,13
10,18,13
10,19,13
10,17,14
10,18,14
10,19,14
10,17,15
10,18,15
10,19,15
10,18,16
11,20,11
11,21,11
11,20,12
11,21,12
11,20,13
11,21,13
11,20,14
11,21,14
11,20,15
11,21,15
12,22,11
12,23,11
12,24,11
12,22,12
12,23,12
12,24,12
12,22,13
12,23,13
12,24,13
12,22,14
12,23,14
12,24,14
12,22,15
12,23,15
12,24,15
13,25,11
13,26,11
13,27,11
13,28,11
13,25,12
13,26,12
13,27,12
13,28,12
13,29,12
13,25,13
13,26,13
13,27,13
13,28,13
13,29,13
13,25,14
13,26,14
13,27,14
13,28,14
13,29,14
13,25,15
13,26,15
13,27,15
13,28,15
13,29,15
13,25,16
13,26,16
13,27,16
13,28,16
13,29,16
14,25,17
14,26,17
14,27,17
14,28,17
14,29,17
14,24,18
14,25,18
14,26,18
14,27,18
14,28,18
14,29,18
14,25,19
14,26,19
14,27,19
14,28,19
14,29,19
15,25,20
15,26,20
15,27,20
15,28,20
15,29,20
15,25,21
15,26,21
15,27,21
15,28,21
15,29,21
16,25,22
16,26,22
16,27,22
16,28,22
16,29,22
16,25,23
16,26,23
16,27,23
16,28,23
16,29,23
16,25,24
16,26,24
16,27,24
16,28,24
16,29,24
17,24,25
17,25,25
17,26,25
17,27,25
17,28,25
17,29,25
17,24,26
17,25,26
17,26,26
17,27,26
17,28,26
17,29,26
17,24,27
17,25,27
17,26,27
17,27,27
17,28,27
17,29,27
17,24,28
17,25,28
17,26,28
17,27,28
17,28,28
17,29,28
17,24,29
17,25,29
17,26,29
17,27,29
17,28,29
18,22,24
18,21,25
18,22,25
18,23,25
18,21,26
18,22,26
18,23,26
18,21,27
18,22,27
18,23,27
18,21,28
18,22,28
18,23,28
18,21,29
18,22,29
18,23,29
19,19,25
19,20,25
19,19,26
19,20,26
19,19,27
19,20,27
19,19,28
19,20,28
19,19,29
19,20,29
20,16,25
20,17,25
20,18,25
20,16,26
20,17,26
20,18,26
20,16,27
20,17,27
20,18,27
20,16,28
20,17,28
20,18,28
20,16,29
20,17,29
20,18,29
21,11,24
21,12,24
21,13,24
21,14,24
21,15,24
21,11,25
21,12,25
21,13,25
21,14,25
21,15,25
21,11,26
21,12,26
21,13,26
21,14,26
21,15,26
21,11,27
21,12,27
21,13,27
21,14,27
21,15,27
21,11,28
21,12,28
21,13,28
21,14,28
21,15,28
21,12,29
21,13,29
21,14,29
21,15,29
22,11,21
22,12,21
22,13,21
22,14,21
22,15,21
22,11,22
22,12,22
22,13,22
22,14,22
22,15,22
22,16,22
22,11,23
22,12,23
22,13,23
22,14,23
22,15,23
23,11,19
23,12,19
23,13,19
23,14,19
23,15,19
23,11,20
23,12,20
23,13,20
23,14,20
23,15,20
24,11,17
24,12,17
24,13,17
24,14,17
24,15,17
24,11,18
24,12,18
24,13,18
24,14,18
24,15,18
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0
25,7,0
25,8,0
25,0,1
25,1,1
25,2,1
25,3,1
