0,4,4
1,3,3
2,4,3
3,5,3
4,5,4
5,5,5
6,4,5
7,3,5
8,3,4
9,2,2
10,3,2
11,4,2
12,5,2
13,6,2
14,6,3
15,6,4
16,6,5
17,6,6
18,5,6
19,4,6
20,3,6
21,2,6
22,2,5
23,2,4
24,2,3
25,1,1
26,2,1
27,3,1
28,4,1
29,5,1
30,6,1
31,7,1
32,7,2
33,7,3
34,7,4
35,7,5
36,7,6
37,7,7
38,6,7
39,5,7
40,4,7
41,3,7
42,2,7
43,1,7
44,1,6
45,1,5
46,1,4
47,1,3
48,1,2
49,0,0
50,1,0
51,2,0
52,3,0
53,4,0
54,5,0
55,6,0
56,7,0
57,8,0
58,8,1
59,8,2
60,8,3
61,8,4
62,8,5
63,8,6
64,8,7
65,8,8
66,7,8
67,6,8
68,5,8
69,4,8
70,3,8
71,2,8
72,1,8
73,0,8
74,0,7
75,0,6
76,0,5
77,0,4
78,0,3
79,0,2
80,0,1
