1,8,6
1,9,6
1,7,7
1,8,7
1,9,7
1,6,8
1,7,8
1,8,8
1,9,8
1,6,9
1,7,9
1,8,9
1,9,9
2,10,6
2,11,6
2,10,7
2,11,7
2,10,8
2,11,8
2,10,9
2,11,9
3,12,6
3,12,7
3,13,7
3,12,8
3,13,8
3,14,8
3,12,9
3,13,9
3,14,9
4,11,10
4,12,10
4,13,10
4,14,10
4,11,11
4,12,11
4,13,11
4,14,11
5,11,12
5,12,12
5,13,12
5,14,12
5,11,13
5,12,13
5,13,13
5,11,14
5,12,14
6,9,11
6,10,11
6,9,12
6,10,12
6,9,13
6,10,13
6,9,14
6,10,14
7,6,11
7,7,11
7,8,11
7,6,12
7,7,12
7,8,12
7,7,13
7,8,13
7,8,14
8,6,10
8,7,10
8,8,10
8,9,10
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,0,1
9,1,1
9,2,1
9,3,1
9,4,1
9,5,1
9,0,2
9,1,2
9,2,2
9,3,2
9,4,2
9,5,2
9,0,3
9,1,3
9,2,3
9,3,3
9,4,3
9,5,3
9,0,4
9,1,4
9,2,4
9,3,4
9,4,4
9,5,4
9,0,5
9,1,5
9,2,5
9,3,5
9,4,5
9,5,5
10,6,0
10,7,0
10,8,0
10,6,1
10,7,1
10,8,1
10,6,2
10,7,2
10,8,2
10,6,3
10,7,3
10,8,3
10,6,4
10,7,4
10,8,4
10,6,5
10,7,5
10,8,5
10,6,6
10,7,6
11,9,0
11,10,0
11,11,0
11,9,1
11,10,1
11,11,1
11,9,2
11,10,2
11,11,2
11,9,3
11,10,3
11,11,3
11,9,4
11,10,4
11,11,4
11,9,5
11,10,5
11,11,5
12,12,0
12,13,0
12,14,0
12,12,1
12,13,1
12,14,1
12,12,2
12,13,2
12,14,2
12,12,3
12,13,3
12,14,3
12,12,4
12,13,4
12,14,4
12,12,5
12,13,5
12,14,5
12,13,6
12,14,6
13,15,0
13,16,0
13,17,0
13,18,0
13,19,0
13,20,0
13,15,1
13,16,1
13,17,1
13,18,1
13,19,1
13,20,1
13,15,2
13,16,2
13,17,2
13,18,2
13,19,2
13,20,2
13,15,3
13,16,3
13,17,3
13,18,3
13,19,3
13,20,3
13,15,4
13,16,4
13,17,4
13,18,4
13,19,4
13,20,4
13,15,5
13,16,5
13,17,5
13,18,5
13,19,5
13,20,5
14,15,6
14,16,6
14,17,6
14,18,6
14,19,6
14,20,6
14,14,7
14,15,7
14,16,7
14,17,7
14,18,7
14,19,7
14,20,7
14,15,8
14,16,8
14,17,8
14,18,8
14,19,8
14,20,8
15,15,9
15,16,9
15,17,9
15,18,9
15,19,9
15,20,9
15,15,10
15,16,10
15,17,10
15,18,10
15,19,10
15,20,10
15,15,11
15,16,11
15,17,11
15,18,11
15,19,11
15,20,11
16,15,12
16,16,12
16,17,12
16,18,12
16,19,12
16,20,12
16,14,13
16,15,13
16,16,13
16,17,13
16,18,13
16,19,13
16,20,13
16,14,14
16,15,14
16,16,14
16,17,14
16,18,14
16,19,14
16,20,14
17,15,15
17,16,15
17,17,15
17,18,15
17,19,15
17,20,15
17,15,16
17,16,16
17,17,16
17,18,16
17,19,16
17,20,16
17,15,17
17,16,17
17,17,17
17,18,17
17,19,17
17,20,17
17,15,18
17,16,18
17,17,18
17,18,18
17,19,18
17,20,18
17,15,19
17,16,19
17,17,19
17,18,19
17,19,19
17,20,19
17,15,20
17,16,20
17,17,20
17,18,20
17,19,20
17,20,20
18,13,14
18,12,15
18,13,15
18,14,15
18,12,16
18,13,16
18,14,16
18,12,17
18,13,17
18,14,17
18,12,18
18,13,18
18,14,18
18,12,19
18,13,19
18,14,19
18,12,20
18,13,20
18,14,20
19,9,15
19,10,15
19,11,15
19,9,16
19,10,16
19,11,16
19,9,17
19,10,17
19,11,17
19,9,18
19,10,18
19,11,18
19,9,19
19,10,19
19,11,19
19,9,20
19,10,20
19,11,20
20,6,14
20,7,14
20,6,15
20,7,15
20,8,15
20,6,16
20,7,16
20,8,16
20,6,17
20,7,17
20,8,17
20,6,18
20,7,18
20,8,18
20,6,19
20,7,19
20,8,19
20,6,20
20,7,20
20,8,20
21,0,15
21,1,15
21,2,15
21,3,15
21,4,15
21,5,15
21,0,16
21,1,16
21,2,16
21,3,16
21,4,16
21,5,16
21,0,17
21,1,17
21,2,17
21,3,17
21,4,17
21,5,17
21,0,18
21,1,18
21,2,18
21,3,18
21,4,18
21,5,18
21,0,19
21,1,19
21,2,19
21,3,19
21,4,19
21,5,19
21,0,20
21,1,20
21,2,20
21,3,20
21,4,20
21,5,20
22,0,12
22,1,12
22,2,12
22,3,12
22,4,12
22,5,12
22,0,13
22,1,13
22,2,13
22,3,13
22,4,13
22,5,13
22,6,13
22,0,14
22,1,14
22,2,14
22,3,14
22,4,14
22,5,14
23,0,9
23,1,9
23,2,9
23,3,9
23,4,9
23,5,9
23,0,10
23,1,10
23,2,10
23,3,10
23,4,10
23,5,10
23,0,11
23,1,11
23,2,11
23,3,11
23,4,11
23,5,11
24,0,6
24,1,6
24,2,6
24,3,6
24,4,6
24,5,6
24,0,7
24,1,7
24,2,7
24,3,7
24,4,7
24,5,7
24,6,7
24,0,8
24,1,8
24,2,8
24,3,8
24,4,8
24,5,8
