ncols		61
nrows		61
xllcorner		0
yllcorner		0
cellsize		1
NODATA_value		-1
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
49	49	49	49	49	49	49	49	49	49	49	49	50	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	57	57	57	57	57	57	57
